,path,conversion,path_count,conversion_rate,path_list,step
0,Facebook,2475,37766,0.06553513742519727,['Facebook'],1
1,Facebook>Instagram,286,4177,0.06847019391908069,"['Facebook', 'Instagram']",2
2,Facebook>Instagram>Facebook,138,2446,0.056418642681929684,"['Facebook', 'Instagram', 'Facebook']",3
3,Facebook>Instagram>Facebook>Instagram,57,574,0.09930313588850175,"['Facebook', 'Instagram', 'Facebook', 'Instagram']",4
4,Facebook>Instagram>Facebook>Instagram>Facebook,41,557,0.07360861759425494,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",5
5,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,12,155,0.07741935483870968,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",6
6,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,17,212,0.08018867924528301,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",7
7,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,16,70,0.22857142857142856,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",8
8,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,12,91,0.13186813186813187,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",9
9,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,7,35,0.2,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",10
10,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,2,59,0.03389830508474576,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",11
11,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,2,22,0.09090909090909091,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",12
12,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,26,0.038461538461538464,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",13
13,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,2,8,0.25,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",14
14,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,10,0.1,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",15
15,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,5,0.2,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",16
16,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,2,11,0.18181818181818182,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",17
17,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,5,0.2,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",18
18,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,3,0.3333333333333333,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",20
19,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",42
20,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Video,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video']",17
21,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video']",16
22,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook>Paid Search>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Paid Search', 'Facebook']",22
23,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Online Display,1,2,0.5,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display']",8
24,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook,1,4,0.25,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook']",9
25,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",10
26,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Display>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
27,Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search,1,4,0.25,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search']",7
28,Facebook>Instagram>Facebook>Instagram>Facebook>Online Display,1,5,0.2,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display']",6
29,Facebook>Instagram>Facebook>Instagram>Facebook>Online Display>Facebook,1,7,0.14285714285714285,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook']",7
30,Facebook>Instagram>Facebook>Instagram>Facebook>Online Display>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",19
31,Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook,1,4,0.25,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook']",7
32,Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook,1,2,0.5,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook']",9
33,Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,15,0.06666666666666667,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",6
34,Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
35,Facebook>Instagram>Facebook>Instagram>Online Display>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Facebook', 'Instagram']",7
36,Facebook>Instagram>Facebook>Instagram>Online Display>Facebook>Instagram>Facebook,1,2,0.5,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Display', 'Facebook', 'Instagram', 'Facebook']",8
37,Facebook>Instagram>Facebook>Instagram>Online Video>Facebook>Instagram>Online Video>Instagram>Online Video>Instagram>Online Video>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Instagram', 'Online Video', 'Instagram', 'Online Video', 'Instagram', 'Online Video', 'Facebook', 'Instagram']",14
38,Facebook>Instagram>Facebook>Instagram>Online Video>Facebook>Online Video>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram']",9
39,Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
40,Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",22
41,Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Paid Search>Facebook>Instagram>Facebook>Paid Search,1,2,0.5,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",11
42,Facebook>Instagram>Facebook>Instagram>Paid Search>Online Video>Paid Search>Instagram>Facebook>Online Video,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Online Video', 'Paid Search', 'Instagram', 'Facebook', 'Online Video']",10
43,Facebook>Instagram>Facebook>Online Display,1,24,0.041666666666666664,"['Facebook', 'Instagram', 'Facebook', 'Online Display']",4
44,Facebook>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook,1,6,0.16666666666666666,"['Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook']",7
45,Facebook>Instagram>Facebook>Online Display>Instagram>Facebook>Online Display,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Online Display', 'Instagram', 'Facebook', 'Online Display']",7
46,Facebook>Instagram>Facebook>Online Video,2,31,0.06451612903225806,"['Facebook', 'Instagram', 'Facebook', 'Online Video']",4
47,Facebook>Instagram>Facebook>Online Video>Facebook,2,14,0.14285714285714285,"['Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook']",5
48,Facebook>Instagram>Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Online Video>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Online Video', 'Instagram', 'Facebook']",17
49,Facebook>Instagram>Facebook>Online Video>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",9
50,Facebook>Instagram>Facebook>Paid Search,4,66,0.06060606060606061,"['Facebook', 'Instagram', 'Facebook', 'Paid Search']",4
51,Facebook>Instagram>Facebook>Paid Search>Facebook,1,38,0.02631578947368421,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook']",5
52,Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,6,0.16666666666666666,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",6
53,Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook,1,6,0.16666666666666666,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",7
54,Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Paid Search,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search']",9
55,Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook,1,9,0.1111111111111111,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook']",6
56,Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook,1,3,0.3333333333333333,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",8
57,Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",16
58,Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram']",12
59,Facebook>Instagram>Facebook>Paid Search>Online Display>Paid Search>Online Display>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Facebook', 'Instagram', 'Facebook']",10
60,Facebook>Instagram>Online Display,5,62,0.08064516129032258,"['Facebook', 'Instagram', 'Online Display']",3
61,Facebook>Instagram>Online Display>Facebook,1,19,0.05263157894736842,"['Facebook', 'Instagram', 'Online Display', 'Facebook']",4
62,Facebook>Instagram>Online Display>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Online Display>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Online Display', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",15
63,Facebook>Instagram>Online Display>Instagram,1,8,0.125,"['Facebook', 'Instagram', 'Online Display', 'Instagram']",4
64,Facebook>Instagram>Online Display>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Online Display', 'Instagram', 'Facebook']",5
65,Facebook>Instagram>Online Display>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook>Online Video,1,1,1.0,"['Facebook', 'Instagram', 'Online Display', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video']",12
66,Facebook>Instagram>Online Video,5,81,0.06172839506172839,"['Facebook', 'Instagram', 'Online Video']",3
67,Facebook>Instagram>Online Video>Facebook>Instagram>Online Video,1,2,0.5,"['Facebook', 'Instagram', 'Online Video', 'Facebook', 'Instagram', 'Online Video']",6
68,Facebook>Instagram>Online Video>Instagram>Facebook>Instagram,1,2,0.5,"['Facebook', 'Instagram', 'Online Video', 'Instagram', 'Facebook', 'Instagram']",6
69,Facebook>Instagram>Online Video>Instagram>Online Video>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Online Video', 'Instagram', 'Online Video', 'Facebook', 'Instagram']",7
70,Facebook>Instagram>Online Video>Paid Search>Instagram>Paid Search>Instagram>Paid Search>Facebook>Paid Search>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Instagram', 'Online Video', 'Paid Search', 'Instagram', 'Paid Search', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",17
71,Facebook>Instagram>Online Video>Paid Search>Online Video>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Online Video', 'Paid Search', 'Online Video', 'Facebook']",6
72,Facebook>Instagram>Paid Search,10,137,0.072992700729927,"['Facebook', 'Instagram', 'Paid Search']",3
73,Facebook>Instagram>Paid Search>Facebook,2,66,0.030303030303030304,"['Facebook', 'Instagram', 'Paid Search', 'Facebook']",4
74,Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",16
75,Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",9
76,Facebook>Instagram>Paid Search>Facebook>Instagram>Online Video>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",7
77,Facebook>Instagram>Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Paid Search,2,3,0.6666666666666666,"['Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']",9
78,Facebook>Instagram>Paid Search>Instagram>Facebook,3,15,0.2,"['Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook']",5
79,Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram,1,1,1.0,"['Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram']",6
80,Facebook>Instagram>Paid Search>Online Display>Paid Search>Instagram>Facebook,1,1,1.0,"['Facebook', 'Instagram', 'Paid Search', 'Online Display', 'Paid Search', 'Instagram', 'Facebook']",7
81,Facebook>Instagram>Paid Search>Online Video,1,4,0.25,"['Facebook', 'Instagram', 'Paid Search', 'Online Video']",4
82,Facebook>Online Display,37,682,0.054252199413489736,"['Facebook', 'Online Display']",2
83,Facebook>Online Display>Facebook,2,154,0.012987012987012988,"['Facebook', 'Online Display', 'Facebook']",3
84,Facebook>Online Display>Facebook>Instagram>Facebook,2,14,0.14285714285714285,"['Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook']",5
85,Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook,1,4,0.25,"['Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",7
86,Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,2,3,0.6666666666666666,"['Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",8
87,Facebook>Online Display>Facebook>Instagram>Online Display,1,3,0.3333333333333333,"['Facebook', 'Online Display', 'Facebook', 'Instagram', 'Online Display']",5
88,Facebook>Online Display>Facebook>Online Display,1,20,0.05,"['Facebook', 'Online Display', 'Facebook', 'Online Display']",4
89,Facebook>Online Display>Facebook>Online Display>Facebook>Online Display>Instagram,1,1,1.0,"['Facebook', 'Online Display', 'Facebook', 'Online Display', 'Facebook', 'Online Display', 'Instagram']",7
90,Facebook>Online Display>Facebook>Paid Search>Online Video>Facebook>Online Display>Online Video>Facebook>Instagram>Online Video>Facebook,1,1,1.0,"['Facebook', 'Online Display', 'Facebook', 'Paid Search', 'Online Video', 'Facebook', 'Online Display', 'Online Video', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",12
91,Facebook>Online Display>Instagram,3,48,0.0625,"['Facebook', 'Online Display', 'Instagram']",3
92,Facebook>Online Display>Instagram>Facebook>Instagram,1,3,0.3333333333333333,"['Facebook', 'Online Display', 'Instagram', 'Facebook', 'Instagram']",5
93,Facebook>Online Display>Instagram>Online Display,2,15,0.13333333333333333,"['Facebook', 'Online Display', 'Instagram', 'Online Display']",4
94,Facebook>Online Display>Instagram>Online Display>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Online Display', 'Instagram', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",8
95,Facebook>Online Display>Instagram>Online Display>Paid Search>Online Display>Paid Search,1,1,1.0,"['Facebook', 'Online Display', 'Instagram', 'Online Display', 'Paid Search', 'Online Display', 'Paid Search']",7
96,Facebook>Online Display>Paid Search,4,52,0.07692307692307693,"['Facebook', 'Online Display', 'Paid Search']",3
97,Facebook>Online Display>Paid Search>Online Display>Paid Search>Facebook>Instagram>Facebook,1,1,1.0,"['Facebook', 'Online Display', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",8
98,Facebook>Online Video,39,776,0.05025773195876289,"['Facebook', 'Online Video']",2
99,Facebook>Online Video>Facebook,13,186,0.06989247311827956,"['Facebook', 'Online Video', 'Facebook']",3
100,Facebook>Online Video>Facebook>Instagram,1,25,0.04,"['Facebook', 'Online Video', 'Facebook', 'Instagram']",4
101,Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search>Instagram>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",21
102,Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Online Video,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video']",7
103,Facebook>Online Video>Facebook>Instagram>Facebook>Online Video>Instagram>Facebook>Online Video>Instagram>Facebook>Online Video,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook', 'Online Video']",12
104,Facebook>Online Video>Facebook>Instagram>Online Video,2,7,0.2857142857142857,"['Facebook', 'Online Video', 'Facebook', 'Instagram', 'Online Video']",5
105,Facebook>Online Video>Facebook>Online Video,1,40,0.025,"['Facebook', 'Online Video', 'Facebook', 'Online Video']",4
106,Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Facebook,1,2,0.5,"['Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook']",7
107,Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Online Video,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Online Video']",7
108,Facebook>Online Video>Facebook>Online Video>Facebook>Online Video,1,3,0.3333333333333333,"['Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video']",6
109,Facebook>Online Video>Facebook>Online Video>Facebook>Online Video>Instagram>Online Video>Instagram,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Online Video', 'Instagram']",9
110,Facebook>Online Video>Facebook>Online Video>Facebook>Paid Search>Online Video>Facebook>Online Video>Paid Search>Online Video>Facebook>Online Video>Paid Search>Instagram>Facebook>Online Video,1,1,1.0,"['Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Paid Search', 'Instagram', 'Facebook', 'Online Video']",17
111,Facebook>Online Video>Facebook>Paid Search,1,5,0.2,"['Facebook', 'Online Video', 'Facebook', 'Paid Search']",4
112,Facebook>Online Video>Instagram,6,38,0.15789473684210525,"['Facebook', 'Online Video', 'Instagram']",3
113,Facebook>Online Video>Instagram>Facebook,1,24,0.041666666666666664,"['Facebook', 'Online Video', 'Instagram', 'Facebook']",4
114,Facebook>Online Video>Instagram>Facebook>Instagram>Facebook,1,5,0.2,"['Facebook', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",6
115,Facebook>Online Video>Instagram>Online Video,1,12,0.08333333333333333,"['Facebook', 'Online Video', 'Instagram', 'Online Video']",4
116,Facebook>Online Video>Instagram>Online Video>Facebook,1,4,0.25,"['Facebook', 'Online Video', 'Instagram', 'Online Video', 'Facebook']",5
